case_index,speed_factor,time_s,x_m,y_m,vx_m_s,vy_m_s,radius_m,speed_m_s,specific_energy_J_kg,angular_momentum_m2_s
16,1.02,26766.136342,-20799970.9204,-17783966.2094,2519.25086827,-2788.48010714,27366187.9776,3757.95772264,-7504389.06809,102802577455
16,1.02,26991.0618575,-20223094.0176,-18402417.2365,2609.09426493,-2709.22620122,27342686.2578,3761.28694633,-7504391.86484,102802577455
16,1.02,27215.9873729,-19626267.1754,-19002714.4091,2696.5962379,-2627.08791276,27318373.2707,3764.73401074,-7504394.77864,102802577455
16,1.02,27440.9128884,-19010027.4199,-19584215.4425,2781.66487877,-2542.12432801,27293270.9107,3768.29611321,-7504397.80909,102802577455
16,1.02,27665.8384039,-18374932.3619,-20146291.6589,2864.20909348,-2454.39737122,27267401.9098,3771.9703322,-7504400.95572,102802577455
16,1.02,27890.7639194,-17721560.0063,-20688328.6303,2944.1386801,-2363.97184519,27240789.8302,3775.75362709,-7504404.21798,102802577455
16,1.02,28115.6894349,-17050508.5414,-21209726.8306,3021.36441151,-2270.91547075,27213459.0552,3779.64283795,-7504407.59522,102802577455
16,1.02,28340.6149503,-16362396.1109,-21709902.2961,3095.79812329,-2175.29892496,27185434.7803,3783.63468547,-7504411.08668,102802577455
16,1.02,28565.5404658,-15657860.564,-22188287.2946,3167.35280679,-2077.19587751,27156743.0026,3787.72577099,-7504414.69151,102802577455
16,1.02,28790.4659813,-14937559.1853,-22644331.0031,3235.94270756,-1976.68302509,27127410.5102,3791.91257656,-7504418.40872,102802577455
16,1.02,29015.3914968,-14202168.4009,-23077500.1914,3301.48342912,-1873.8401233,27097464.8698,3796.1914652,-7504422.23721,102802577455
16,1.02,29240.3170123,-13452383.461,-23487279.9144,3363.89204222,-1768.75001566,27066934.4138,3800.55868125,-7504426.17572,102802577455
16,1.02,29465.2425277,-12688918.0977,-23873174.2094,3423.08719946,-1661.49865937,27035848.2264,3805.01035086,-7504430.22288,102802577455
16,1.02,29690.1680432,-11912504.1553,-24234706.7992,3478.98925542,-1552.1751473,27004236.1287,3809.54248267,-7504434.37712,102802577455
16,1.02,29915.0935587,-11123891.1944,-24571421.7997,3531.5203922,-1440.87172589,26972128.662,3814.15096856,-7504438.63674,102802577455
16,1.02,30140.0190742,-10323846.066,-24882884.4306,3580.60475029,-1327.68380835,26939557.071,3818.83158475,-7504442.99984,102802577455
16,1.02,30364.9445896,-9513152.45606,-25168681.7296,3626.16856474,-1212.70998276,26906553.2846,3823.57999291,-7504447.46436,102802577455
16,1.02,30589.8701051,-8692610.39876,-25428423.2666,3668.14030649,-1096.05201464,26873149.8967,3828.39174157,-7504452.02802,102802577455
16,1.02,30814.7956206,-7863035.75749,-25661741.8584,3706.45082871,-977.814843379,26839380.1443,3833.26226777,-7504456.68834,102802577455
16,1.02,31039.7211361,-7025259.67227,-25868294.282,3741.03351789,-858.106572067,26805277.8856,3838.18689891,-7504461.44264,102802577455
16,1.02,31264.6466516,-6180127.97262,-26047761.9845,3771.82444962,-737.038450305,26770877.5755,3843.16085482,-7504466.28801,102802577455
16,1.02,31489.572167,-5328500.55501,-26199851.7887,3798.7625486,-614.724849344,26736214.2405,3848.17925012,-7504471.2213,102802577455
16,1.02,31714.4976825,-4471250.72377,-26324296.5917,3821.78975268,-491.283229139,26701323.4519,3853.2370969,-7504476.23911,102802577455
16,1.02,31939.423198,-3609264.49467,-26420856.0558,3840.85118057,-366.834096788,26666241.2971,3858.3293076,-7504481.33782,102802577455
16,1.02,32164.3487135,-2743439.86043,-26489317.2884,3855.89530278,-241.500955846,26631004.3497,3863.45069824,-7504486.51351,102802577455
16,1.02,32389.274229,-1874686.01744,-26529495.5098,3866.87411536,-115.410246037,26595649.638,3868.59599195,-7504491.76203,102802577455
16,1.02,32614.1997444,-1003922.55306,-26541234.7065,3873.74331593,11.3087271149,26560214.6121,3873.75982284,-7504497.07894,102802577455
16,1.02,32839.1252599,-132078.593107,-26524408.2672,3876.46248154,138.5238732,26524737.1086,3878.93674017,-7504502.45952,102802577455
16,1.02,33064.0507754,739908.090736,-26478919.5994,3874.99524761,266.100408801,26489255.3148,3884.12121291,-7504507.89876,102802577455
16,1.02,33288.9762909,1611092.01399,-26404702.724,3869.30948742,393.900960759,26453807.7301,3889.30763457,-7504513.39138,102802577455
16,1.02,33513.9018064,2480520.95275,-26301722.8461,3859.3774915,521.785681192,26418433.1267,3894.49032853,-7504518.93178,102802577455
16,1.02,33738.8273218,3347236.95739,-26169976.8974,3845.17614598,649.612374608,26383170.5081,3899.66355354,-7504524.5141,102802577455
16,1.02,33963.7528373,4210277.40623,-26009494.0496,3826.68710937,777.236637411,26348059.0662,3904.82150982,-7504530.13215,102802577455
16,1.02,34188.6783528,5068676.0987,-25820336.1947,3803.89698677,904.512010046,26313138.1367,3909.95834533,-7504535.77946,102802577455
16,1.02,34413.6038683,5921464.38738,-25602598.3894,3776.7975006,1031.29014197,26278447.1531,3915.06816256,-7504541.44927,102802577455
16,1.02,34638.5293837,6767672.34806,-25356409.2612,3745.38565715,1157.42096963,26244025.5988,3920.1450256,-7504547.13452,102802577455
16,1.02,34863.4548992,7606329.98659,-25081931.373,3709.6639077,1282.75290742,26209912.9579,3925.18296766,-7504552.82787,102802577455
16,1.02,35088.3804147,8436468.48145,-24779361.5433,3669.6403035,1407.13305179,26176148.665,3930.17599892,-7504558.52171,102802577455
16,1.02,35313.3059302,9257121.46036,-24448931.1189,3625.32864338,1530.40739824,26142772.0525,3935.11811476,-7504564.20813,102802577455
16,1.02,35538.2314457,10067326.3092,-24090906.1974,3576.74861313,1652.42107123,26109822.2979,3940.00330433,-7504569.87899,102802577455
16,1.02,35763.1569611,10866125.5114,-23705587.7965,3523.92591538,1773.01856667,26077338.3689,3944.82555949,-7504575.52588,102802577455
16,1.02,35988.0824766,11652568.0153,-23293311.9673,3466.89238918,1892.04400675,26045358.9677,3949.57888409,-7504581.14018,102802577455
16,1.02,36213.0079921,12425710.6269,-22854449.8494,3405.68611798,2009.34140656,26013922.4744,3954.2573035,-7504586.71304,102802577455
16,1.02,36437.9335076,13184619.4266,-22389407.664,3340.35152502,2124.75495224,25983066.8892,3958.85487455,-7504592.2354,102802577455
16,1.02,36662.8590231,13928371.2042,-21898626.6436,3270.93945517,2238.12928986,25952829.774,3963.36569566,-7504597.69804,102802577455
16,1.02,36887.7845385,14656054.9127,-21382582.8955,3197.50724201,2349.30982441,25923248.1932,3967.78391722,-7504603.09156,102802577455
16,1.02,37112.710054,15366773.1335,-20841787.1971,3120.11875932,2458.14302816,25894358.6541,3972.10375231,-7504608.40646,102802577455
16,1.02,37337.6355695,16059643.5533,-20276784.7201,3038.84445587,2564.47675745,25866197.0464,3976.31948748,-7504613.6331,102802577455
16,1.02,37562.561085,16733800.4449,-19688154.6838,2953.76137275,2668.1605769,25838798.5825,3980.42549375,-7504618.76178,102802577455
16,1.02,37787.4866005,17388396.152,-19076509.9338,2864.95314221,2769.04609009,25812197.7366,3984.4162378,-7504623.78275,102802577455
16,1.02,38012.4121159,18022602.5696,-18442496.4455,2772.50996735,2866.98727542,25786428.1847,3988.28629319,-7504628.68625,102802577455
16,1.02,38237.3376314,18635612.6192,-17786792.7522,2676.52858195,2961.84082597,25761522.7442,3992.03035163,-7504633.46251,102802577455
16,1.02,38462.2631469,19226641.7116,-17110109.2964,2577.11218974,3053.46649196,25737513.315,3995.64323433,-7504638.10185,102802577455
16,1.02,38687.1886624,19794929.1946,-16413187.7028,2474.37038267,3141.72742455,25714430.8198,3999.11990328,-7504642.59465,102802577455
16,1.02,38912.1141778,20339739.7792,-15696799.9754,2368.41903769,3226.49051927,25692305.1468,4002.45547247,-7504646.93141,102802577455
16,1.02,39137.0396933,20860364.9405,-14961747.6163,2259.38019185,3307.62675783,25671165.0921,4005.64521899,-7504651.10281,102802577455
16,1.02,39361.9652088,21356124.2878,-14208860.6684,2147.38189536,3385.01154645,25651038.3044,4008.68459399,-7504655.09972,102802577455
16,1.02,39586.8907243,21826366.8999,-13438996.6824,2032.55804282,3458.52504939,25631951.2304,4011.56923344,-7504658.91324,102802577455
16,1.02,39811.8162398,22270472.6189,-12653039.6093,1915.04818245,3528.05251568,25613929.0626,4014.29496855,-7504662.53477,102802577455
16,1.02,40036.7417552,22687853.2992,-11851898.6209,1794.99730363,3593.48459779,25596995.6879,4016.85783599,-7504665.95599,102802577455
16,1.02,40261.6672707,23077954.0065,-11036506.8583,1672.55560326,3654.71766019,25581173.6392,4019.25408772,-7504669.16897,102802577455
16,1.02,40486.5927862,23440254.1616,-10207820.1136,1547.87823116,3711.65407651,25566484.0491,4021.48020039,-7504672.16613,102802577455
16,1.02,40711.5183017,23774268.6246,-9366815.44542,1421.12501546,3764.20251337,25552946.6055,4023.53288432,-7504674.94035,102802577455
16,1.02,40936.4438172,24079548.7149,-8514489.73224,1292.46016854,3812.27819953,25540579.5102,4025.40909199,-7504677.48494,102802577455
16,1.02,41161.3693326,24355683.1639,-7651858.16707,1162.05197462,3855.80317868,25529399.4404,4027.10602598,-7504679.79373,102802577455
16,1.02,41386.2948481,24602298.9937,-6779952.69714,1030.07245993,3894.70654455,25519421.5129,4028.62114635,-7504681.86105,102802577455
16,1.02,41611.2203636,24819062.3219,-5899820.41273,896.697046848,3928.92465674,25510659.2514,4029.9521774,-7504683.6818,102802577455
16,1.02,41836.1458791,25005679.0847,-5012521.88975,762.104193078,3958.40133633,25503124.5573,4031.09711376,-7504685.25143,102802577455
16,1.02,42061.0713946,25161895.6789,-4119129.49064,626.47501759,3983.0880397,25496827.6834,4032.05422578,-7504686.56603,102802577455
16,1.02,42285.99691,25287499.5173,-3220725.62869,489.992914649,4002.94400985,25491777.2117,4032.82206431,-7504687.62228,102802577455
16,1.02,42510.9224255,25382319.4967,-2318401.00094,352.843157689,4017.93640404,25487980.0344,4033.39946458,-7504688.41751,102802577455
16,1.02,42735.847941,25446226.3755,-1413252.79501,215.212494731,4028.04039713,25485441.3385,4033.78554943,-7504688.9497,102802577455
16,1.02,42960.7734565,25479133.0593,-506382.875551,77.2887371151,4033.23925985,25484164.5943,4033.97973174,-7504689.21751,102802577455
16,1.02,43185.6989719,25480994.7936,401104.044134,-60.7396565662,4033.52441164,25484151.5481,4033.98171602,-7504689.22025,102802577455
16,1.02,43410.6244874,25451809.2622,1308102.23942,-198.683999485,4028.89544762,25485402.2175,4033.79149926,-7504688.95791,102802577455
16,1.02,43635.5500029,25391616.5916,2213506.81487,-336.355796612,4019.36013954,25487914.8922,4033.4093709,-7504688.43116,102802577455
16,1.02,43860.4755184,25300499.2603,3116215.54198,-473.567163853,4004.93441082,25491686.1374,4032.83591207,-7504687.64134,102802577455
16,1.02,44085.4010339,25178581.9147,4015130.68849,-610.131244384,3985.64228563,25496710.8012,4032.07199395,-7504686.59046,102802577455
16,1.02,44310.3265493,25026031.091,4909160.83321,-745.862620285,3961.51581255,25502982.0267,4031.1187754,-7504685.28116,102802577455
16,1.02,44535.2520648,24843054.846,5797222.66092,-880.577717634,3932.5949631,25510491.2666,4029.97769976,-7504683.71675,102802577455
16,1.02,44760.1775803,24629902.2969,6678242.7317,-1014.09520326,3898.92750596,25519228.3022,4028.65049092,-7504681.90115,102802577455
16,1.02,44985.1030958,24386863.0733,7551159.21911,-1146.23637142,3860.56885744,25529181.266,4027.1391486,-7504679.83887,102802577455
16,1.02,45210.0286113,24114266.6835,8414923.6123,-1276.82551876,3817.58190935,25540336.6674,4025.44594299,-7504677.53501,102802577455
16,1.02,45434.9541267,23812481.7974,9268502.37679,-1405.69030604,3770.03683514,25552679.4223,4023.57340865,-7504674.99522,102802577455
16,1.02,45659.8796422,23481915.4501,10110878.5693,-1532.66210507,3718.01087556,25566192.8853,4021.52433775,-7504672.22567,102802577455
16,1.02,45884.8051577,23123012.1693,10941053.4023,-1657.57632967,3661.58810512,25580858.8858,4019.30177272,-7504669.23304,102802577455
16,1.02,46109.7306732,22736253.0293,11758047.7534,-1780.27274932,3600.85918065,25596657.7659,4016.90899833,-7504666.02445,102802577455
16,1.02,46334.6561887,22322154.6376,12560903.617,-1900.5957845,3535.92107358,25613568.4227,4014.34953319,-7504662.60744,102802577455
16,1.02,46559.5817041,21881268.0562,13348685.4937,-2018.39478269,3466.87678719,25631568.3515,4011.6271208,-7504658.98997,102802577455
16,1.02,46784.5072196,21414177.6637,14120481.7139,-2133.52427438,3393.83506074,25650633.6929,4008.74572016,-7504655.18032,102802577455
16,1.02,47009.4327351,20921499.9618,14875405.6947,-2245.84420821,3316.91006176,25670739.281,4005.70949588,-7504651.18711,102802577455
16,1.02,47234.3582506,20403882.3313,15612597.1248,-2355.22016497,3236.22106845,25691858.6944,4002.5228081,-7504647.01922,102802577455
16,1.02,47459.283766,19862001.7425,16331223.0787,-2461.52354985,3151.89214361,25713964.3086,3999.19020196,-7504642.68578,102802577455
16,1.02,47684.2092815,19296563.4247,17030479.0551,-2564.6317629,3064.05180194,25737027.3507,3995.71639687,-7504638.19611,102802577455
16,1.02,47909.134797,18708299.4999,17709589.9407,-2664.42834749,2972.83267218,25761017.9544,3992.1062756,-7504633.5597,102802577455
16,1.02,48134.0603125,18097967.5857,18367810.8975,-2760.80311688,2878.37115588,25785905.2178,3988.36487312,-7504628.78616,102802577455
16,1.02,48358.985828,17466349.3715,19004428.1727,-2853.652259,2780.80708428,25811657.2606,3984.49736545,-7504623.8852,102802577455
16,1.02,48583.9113434,16814249.1749,19618759.8313,-2942.87841983,2680.2833748,25838241.2837,3980.50905829,-7504618.86655,102802577455
16,1.02,48808.8368589,16142492.4804,20210156.4121,-3028.39076568,2576.94568877,25865623.6283,3976.40537578,-7504613.73999,102802577455
16,1.02,49033.7623744,15451924.4669,20778001.5061,-3110.10502498,2470.94209161,25893769.836,3972.19184916,-7504608.51528,102802577455
16,1.02,49258.6878899,14743408.5285,21321712.2594,-3187.94351012,2362.42271693,25922644.7091,3967.87410551,-7504603.20211,102802577455
16,1.02,49483.6134054,14017824.7922,21840739.8009,-3261.83512006,2251.53943582,25952212.3711,3963.45785666,-7504597.81011,102802577455
16,1.02,49708.5389208,13276068.6369,22334569.5959,-3331.71532458,2138.44553238,25982436.327,3958.94888815,-7504592.3488,102802577455
16,1.02,49933.4644363,12519049.2186,22802721.7283,-3397.52613084,2023.29538661,26013279.5232,3954.35304838,-7504586.82758,102802577455
16,1.02,50158.3899518,11747688.0043,23244751.1115,-3459.2160333,1906.2441658,26044704.4076,3949.67623796,-7504581.25567,102802577455
16,1.02,50383.3154673,10962917.3197,23660247.6315,-3516.73994796,1787.44752504,26076672.9884,3944.92439932,-7504575.64214,102802577455
16,1.02,50608.2409827,10165678.9131,24048836.2234,-3570.05913183,1667.06131783,26109146.8927,3940.10350653,-7504569.99583,102802577455
16,1.02,50833.1664982,9356922.53866,24410176.884,-3619.14108871,1545.24131748,26142087.4244,3935.2195554,-7504564.32538,102802577455
16,1.02,51058.0920137,8537604.56312,24743964.6232,-3663.95946236,1422.14294977,26175455.6206,3930.27855392,-7504558.63919,102802577455
16,1.02,51283.0175292,7708686.59712,25049929.3561,-3704.4939181,1297.92103754,26209212.3079,3925.28651297,-7504552.94543,102802577455
16,1.02,51507.9430447,6871134.15489,25327835.74,-3740.73001383,1172.72955746,26243318.1562,3920.24943739,-7504547.25199,102802577455
16,1.02,51732.8685601,6025915.34387,25577482.9566,-3772.65906175,1046.72140942,26277733.7327,3915.17331738,-7504541.5665,102802577455
16,1.02,51957.7940756,5173999.58651,25798704.4452,-3800.27798153,920.048198753,26312419.5537,3910.06412031,-7504535.8963,102802577455
16,1.02,52182.7195911,4316356.37595,25991367.5873,-3823.58914626,792.86003134,26347336.1353,3904.92778277,-7504530.24845,102802577455
16,1.02,52407.6451066,3453954.06711,26155373.3477,-3842.60022202,665.305321818,26382444.0425,3899.77020316,-7504524.62973,102802577455
16,1.02,52632.5706221,2587758.70452,26290655.8723,-3857.32400212,537.530614792,26417703.9371,3894.59723452,-7504519.04662,102802577455
16,1.02,52857.4961375,1718732.88802,26397182.0489,-3867.77823693,409.680419007,26453076.6238,3889.41467779,-7504513.50528,102802577455
16,1.02,53082.421653,847834.677117,26474951.0311,-3873.9854603,281.897054348,26488523.0947,3884.22827546,-7504508.01162,102802577455
16,1.02,53307.3471685,-23983.4652159,26523993.7294,-3875.9728133,154.320511485,26524004.5726,3879.04370557,-7504502.57122,102802577455
16,1.02,53532.272684,-895775.688911,26544372.2723,-3873.77186629,27.0883238918,26559482.5517,3873.86657609,-7504497.18938,102802577455
16,1.02,53757.1981995,-1766603.73296,26536179.4398,-3867.41843998,-99.6645480206,26594918.8382,3868.70241968,-7504491.87111,102802577455
16,1.02,53982.1237149,-2635537.86128,26499538.0726,-3856.95242627,-225.80582102,26630275.5878,3863.55668877,-7504486.62113,102802577455
16,1.02,54207.0492304,-3501657.75827,26434600.4585,-3842.41760959,-351.205981774,26665515.342,3858.43475105,-7504481.44389,102802577455
16,1.02,54431.9747459,-4364053.38432,26341547.6996,-3823.8614893,-475.738368581,26700601.0635,3853.34188526,-7504476.34356,102802577455
16,1.02,54656.9002614,-5221825.79148,26220589.0629,-3801.3351039,-599.279242558,26735496.169,3848.28327735,-7504471.32404,102802577455
16,1.02,54881.8257768,-6074087.89983,26071961.3145,-3774.89285736,-721.707848718,26770164.5606,3843.26401688,-7504466.38897,102802577455
16,1.02,55106.7512923,-6919965.23512,25895928.0431,-3744.59234835,-842.906467431,26804570.6563,3838.28909388,-7504461.54176,102802577455
16,1.02,55331.6768078,-7758596.62825,25692778.9712,-3710.4942026,-962.760456736,26838679.418,3833.36339585,-7504456.78554,102802577455
16,1.02,55556.6023233,-8589134.87752,25462829.2591,-3672.66190888,-1081.15828603,26872456.3786,3828.49170515,-7504452.12325,102802577455
16,1.02,55781.5278388,-9410747.37432,25206418.8016,-3631.16165896,-1197.99156159,26905867.6676,3823.67869665,-7504447.55757,102802577455
16,1.02,56006.4533542,-10222616.6934,24923911.52,-3586.06219188,-1313.15504453,26938880.0346,3818.92893558,-7504443.09098,102802577455
16,1.02,56231.3788697,-11023941.1484,24615694.651,-3537.4346427,-1426.54666153,26971460.8725,3814.24687572,-7504438.72577,102802577455
16,1.02,56456.3043852,-11813935.3143,24282178.0336,-3485.35239616,-1538.06750909,27003578.2382,3809.63685775,-7504434.46399,102802577455
16,1.02,56681.2299007,-12591830.5171,23923793.3963,-3429.89094515,-1647.62185155,27035200.873,3805.10310785,-7504430.30756,102802577455
16,1.02,56906.1554162,-13356875.2921,23540993.6451,-3371.12775452,-1755.11711357,27066298.2206,3800.64973651,-7504426.25818,102802577455
16,1.02,57131.0809316,-14108335.8129,23134252.1534,-3309.14212993,-1860.46386743,27096840.4451,3796.28073753,-7504422.3174,102802577455
16,1.02,57356.0064471,-14845496.2908,22704062.0562,-3244.01509224,-1963.57581574,27126798.4468,3791.99998718,-7504418.48663,102802577455
16,1.02,57580.9319626,-15567659.3466,22250935.5483,-3175.82925712,-2064.36976983,27156143.8777,3787.81124358,-7504414.76711,102802577455
16,1.02,57805.8574781,-16274146.3563,21775403.187,-3104.66872029,-2162.76562456,27184849.155,3783.71814615,-7504411.15995,102802577455
16,1.02,58030.7829936,-16964297.7712,21278013.2024,-3030.61894801,-2258.68632963,27212887.4747,3779.7242153,-7504407.66614,102802577455
16,1.02,58255.708509,-17637473.4145,20759330.813,-2953.76667311,-2352.0578582,27240232.823,3775.83285216,-7504404.28654,102802577455
16,1.02,58480.6340245,-18293052.7543,20219937.55,-2874.19979632,-2442.80917281,27266859.9879,3772.04733851,-7504401.0219,102802577455
16,1.02,58705.55954,-18930435.1561,19660430.5882,-2792.007293,-2530.87218937,27292744.569,3768.37083672,-7504397.87287,102802577455
16,1.02,58930.4850555,-19549040.1135,19081422.0864,-2707.27912497,-2616.18173929,27317862.9874,3764.80638991,-7504394.84002,102802577455
16,1.02,59155.4105709,-20148307.4615,18483538.5356,-2620.10615759,-2698.67553031,27342192.4937,3761.35692204,-7504391.92381,102802577455
16,1.02,59380.3360864,-20727697.5697,17867420.1168,-2530.58008182,-2778.29410623,27365711.1761,3758.02523823,-7504389.12463,102802577455
16,1.02,59605.2616019,-21286691.5202,17233720.0676,-2438.79334112,-2854.98080589,27388397.9679,3754.81402505,-7504386.44282,102802577455
16,1.02,59830.1871174,-21824791.2685,16583104.0579,-2344.83906318,-2928.68172183,27410232.6534,3751.72585086,-7504383.87864,102802577455
16,1.02,60055.1126329,-22341519.7902,15916249.5757,-2248.81099622,-2999.34565865,27431195.8743,3748.76316627,-7504381.43227,102802577455
16,1.02,60280.0381483,-22836421.2136,15233845.3212,-2150.80344969,-3066.9240916,27451269.1349,3745.92830455,-7504379.10388,102802577455
16,1.02,60504.9636638,-23309060.9395,14536590.6112,-2050.91123934,-3131.37112551,27470434.8069,3743.22348215,-7504376.89357,102802577455
16,1.02,60729.8891793,-23759025.749,13825194.7921,-1949.2296363,-3192.64345431,27488676.1337,3740.65079918,-7504374.80142,102802577455
16,1.02,60954.8146948,-24185923.9009,13100376.6618,-1845.85432016,-3250.70032139,27505977.2345,3738.21223993,-7504372.82744,102802577455
16,1.02,61179.7402103,-24589385.218,12362863.9012,-1740.88133569,-3305.503481,27522323.1075,3735.90967341,-7504370.97166,102802577455
16,1.02,61404.6657257,-24969061.1646,11613392.513,-1634.4070532,-3357.01716086,27537699.6334,3733.74485387,-7504369.23404,102802577455
16,1.02,61629.5912412,-25324624.9158,10852706.2704,-1526.5281322,-3405.20802614,27552093.5778,3731.71942135,-7504367.61456,102802577455
16,1.02,61854.5167567,-25655771.4186,10081556.1719,-1417.34148823,-3450.0451451,27565492.5937,3729.83490217,-7504366.11316,102802577455
16,1.02,62079.4422722,-25962217.4455,9300699.90503,-1306.94426259,-3491.49995627,27577885.2237,3728.09270944,-7504364.72977,102802577455
16,1.02,62304.3677877,-26243701.6426,8510901.31694,-1195.43379494,-3529.54623767,27589260.9022,3726.49414356,-7504363.46432,102802577455
16,1.02,62529.2933031,-26499984.5706,7712929.8912,-1082.9075983,-3564.16007786,27599609.9565,3725.04039267,-7504362.31674,102802577455
16,1.02,62754.2188186,-26730848.7421,6907560.23142,-969.463336491,-3595.31984911,27608923.6085,3723.73253311,-7504361.28695,102802577455
16,1.02,62979.1443341,-26936098.652,6095571.55045,-855.198803708,-3623.0061828,27617193.9762,3722.5715298,-7504360.37486,102802577455
16,1.02,63204.0698496,-27115560.8056,5277747.16492,-740.211905963,-3647.20194709,27624414.0741,3721.55823663,-7504359.58041,102802577455
16,1.02,63428.995365,-27269083.7411,4454873.99444,-624.600644305,-3667.89222687,27630577.8149,3720.69339677,-7504358.90352,102802577455
16,1.02,63653.9208805,-27396538.0494,3627742.06522,-508.463099535,-3685.06430623,27635680.0094,3719.97764303,-7504358.34413,102802577455
16,1.02,63878.846396,-27497816.3906,2797144.01714,-391.897418231,-3698.70765341,27639716.368,3719.41149805,-7504357.90219,102802577455
16,1.02,64103.7719115,-27572833.507,1963874.61412,-275.001799871,-3708.81390827,27642683.5004,3718.99537458,-7504357.57765,102802577455
16,1.02,64328.697427,-27621526.2338,1128730.25688,-157.874484855,-3715.37687231,27644578.9166,3718.72957558,-7504357.37048,102802577455
16,1.02,64553.6229424,-27643853.5068,292508.497713,-40.6137432075,-3718.39250141,27645401.0267,3718.61429443,-7504357.28066,102802577455
16,1.02,64778.5484579,-27639796.368,-543992.443391,76.6821362466,-3717.85890112,27645149.1413,3718.64961494,-7504357.30818,102802577455
16,1.02,65003.4739734,-27609357.9687,-1379974.16191,193.914856428,-3713.77632466,27643823.4717,3718.83551144,-7504357.45304,102802577455
16,1.02,65228.3994889,-27552563.5699,-2214638.55179,310.986122493,-3706.14717355,27641425.1295,3719.17184873,-7504357.71525,102802577455
16,1.02,65453.3250044,-27469460.5409,-3047188.28882,427.797652467,-3694.97600097,27637956.127,3719.65838205,-7504358.09485,102802577455
16,1.02,65678.2505198,-27360118.3549,-3876827.31518,544.251188234,-3680.26951768,27633419.3763,3720.29475696,-7504358.59188,102802577455
16,1.02,65903.1760353,-27224628.5828,-4702761.32555,660.248507082,-3662.03660069,27627818.6898,3721.0805092,-7504359.20637,102802577455
16,1.02,66128.1015508,-27063104.8833,-5524198.25541,775.691434023,-3640.28830442,27621158.7789,3722.01506447,-7504359.93839,102802577455
16,1.02,66353.0270663,-26875682.9915,-6340348.77228,890.481855089,-3615.03787453,27613445.2543,3723.09773825,-7504360.78801,102802577455
16,1.02,66577.9525817,-26662520.7028,-7150426.77022,1004.52173181,-3586.30076422,27604684.6246,3724.32773546,-7504361.7553,102802577455
16,1.02,66802.8780972,-26423797.8548,-7953649.86839,1117.71311707,-3554.09465302,27594884.2958,3725.70415019,-7504362.84033,102802577455
16,1.02,67027.8036127,-26159716.3047,-8749239.914,1229.95817263,-3518.439468,27584052.5706,3727.2259653,-7504364.04318,102802577455
16,1.02,67252.7291282,-25870499.9028,-9536423.49043,1341.15918834,-3479.35740727,27572198.6467,3728.89205207,-7504365.36394,102802577455
16,1.02,67477.6546437,-25556394.4612,-10314432.4307,1451.21860348,-3436.8729658,27559332.6157,3730.70116977,-7504366.80267,102802577455
16,1.02,67702.5801591,-25217667.7179,-11082504.3374,1560.03903027,-3391.01296329,27545465.462,3732.65196518,-7504368.35945,102802577455
16,1.02,67927.5056746,-24854609.2951,-11839883.1083,1667.52327979,-3341.80657421,27530609.0603,3734.74297216,-7504370.03433,102802577455
16,1.02,68152.4311901,-24467530.6513,-12585819.47,1773.57439061,-3289.28535963,27514776.174,3736.97261111,-7504371.82737,102802577455
16,1.02,68377.3567056,-24056765.027,-13319571.5184,1878.09566015,-3233.483301,27497980.4531,3739.33918849,-7504373.73859,102802577455
16,1.02,68602.2822211,-23622667.3824,-14040405.2666,1980.99067916,-3174.43683544,27480236.4311,3741.84089629,-7504375.768,102802577455
16,1.02,68827.2077365,-23165614.3277,-14747595.2015,2082.16336941,-3112.18489264,27461559.5225,3744.4758115,-7504377.91558,102802577455
16,1.02,69052.133252,-22686004.044,-15440424.8491,2181.51802481,-3046.76893303,27441966.0193,3747.24189556,-7504380.18128,102802577455
16,1.02,69277.0587675,-22184256.1951,-16118187.3472,2278.95935616,-2978.23298714,27421473.0875,3750.13699386,-7504382.56502,102802577455
16,1.02,69501.984283,-21660811.8281,-16780186.0288,2374.39253974,-2906.62369593,27400098.7628,3753.15883523,-7504385.06667,102802577455
16,1.02,69726.9097985,-21116133.2632,-17425735.0134,2467.72326985,-2831.99035176,27377861.9462,3756.30503142,-7504387.68606,102802577455
16,1.02,69951.8353139,-20550703.9711,-18054159.8082,2558.85781562,-2754.38494005,27354782.3988,3759.57307663,-7504390.42295,102802577455
16,1.02,70176.7608294,-19965028.4368,-18664797.9183,2647.70308204,-2673.86218105,27330880.7362,3762.96034711,-7504393.27706,102802577455
16,1.02,70401.6863449,-19359632.01,-19256999.4669,2734.16667569,-2590.47957176,27306178.4223,3766.46410074,-7504396.24803,102802577455
16,1.02,70626.6118604,-18735060.7389,-19830127.8243,2818.15697494,-2504.2974275,27280697.7627,3770.08147668,-7504399.33544,102802577455
16,1.02,70851.5373758,-18091881.1894,-20383560.2465,2899.58320517,-2415.378923,27254461.897,3773.80949511,-7504402.53877,102802577455
16,1.02,71076.4628913,-17430680.2447,-20916688.523,2978.35551879,-2323.79013261,27227494.7904,3777.64505701,-7504405.85742,102802577455
16,1.02,71301.3884068,-16752064.8887,-21428919.6334,3054.38508042,-2229.60006932,27199821.2253,3781.58494399,-7504409.29069,102802577455
16,1.02,71526.3139223,-16056661.9674,-21919676.4128,3127.58415724,-2132.88072227,27171466.791,3785.62581828,-7504412.83778,102802577455
