case_index,speed_factor,time_s,x_m,y_m,vx_m_s,vy_m_s,radius_m,speed_m_s,specific_energy_J_kg,angular_momentum_m2_s
3,0.76,70176.7608294,24733097.6111,-4966305.16563,956.415693062,2904.93927694,25226777.5279,3058.33339919,-11124069.7987,76597998887.9
3,0.76,70401.6863449,24932685.997,-4309791.05614,818.356118414,2930.73337614,25302433.2816,3042.84486271,-11124073.7302,76597998887.9
3,0.76,70626.6118604,25101235.9547,-3647911.73491,680.40756418,2952.68058847,25364922.7572,3030.06222888,-11124076.9363,76597998887.9
3,0.76,70851.5373758,25238768.0412,-2981524.64933,542.529949212,2970.84359859,25414265.7079,3019.97523716,-11124079.4417,76597998887.9
3,0.76,71076.4628913,25345293.6117,-2311474.67927,404.681695128,2985.27168616,25450477.863,3012.57602636,-11124081.2656,76597998887.9
3,0.76,71301.3884068,25420814.5189,-1638597.10362,266.820024964,2996.00110418,25473570.8387,3007.85896311,-11124082.4223,76597998887.9
3,0.76,71526.3139223,25465322.875,-963720.493808,128.901232034,3003.05535116,25483552.0742,3005.82051523,-11124082.9207,76597998887.9
3,0.76,71751.2394378,25478800.8711,-287669.557874,-9.11907224222,3006.44534078,25480424.7924,3006.45917061,-11124082.7646,76597998887.9
3,0.76,71976.1649532,25461220.6509,388732.042259,-147.2857234,3006.16947071,25464187.9831,3009.77540207,-11124081.9529,76597998887.9
3,0.76,72201.0904687,25412544.2365,1064658.87776,-285.643774083,3002.21359175,25434836.408,3015.77167839,-11124080.4793,76597998887.9
3,0.76,72426.0159842,25332723.5047,1739280.92166,-424.238261613,2994.55087643,25392360.6285,3024.45252139,-11124078.3323,76597998887.9
3,0.76,72650.9414997,25221700.2172,2411760.67677,-563.113965132,2983.14158532,25336747.0565,3035.82460886,-11124075.4953,76597998887.9
3,0.76,72875.8670152,25079406.1069,3081250.23931,-702.315144112,2967.93272794,25267978.0298,3049.89692272,-11124071.9465,76597998887.9
3,0.76,73100.7925306,24905763.0255,3746888.27425,-841.88524932,2948.85761354,25186031.915,3066.68094166,-11124067.6587,76597998887.9
3,0.76,73325.7180461,24700683.1596,4407796.87691,-981.866596378,2925.83528577,25090883.2419,3086.19087753,-11124062.5994,76597998887.9
3,0.76,73550.6435616,24464069.3249,5063078.29396,-1122.29999075,2898.76983357,24982502.8719,3108.44395434,-11124056.7305,76597998887.9
3,0.76,73775.5690771,24195815.3517,5711811.47505,-1263.22429129,2867.54956908,24860858.2084,3133.46072917,-11124050.0088,76597998887.9
3,0.76,74000.4945926,23895806.5751,6353048.42394,-1404.6758972,2832.04606131,24725913.4544,3161.26545383,-11124042.3853,76597998887.9
3,0.76,74225.420108,23563920.4512,6985810.31545,-1546.6881408,2792.11301258,24577629.9263,3191.88647666,-11124033.806,76597998887.9
3,0.76,74450.3456235,23200027.3204,7609083.3412,-1689.29056459,2747.58496247,24415966.4351,3225.35668378,-11124024.2119,76597998887.9
3,0.76,74675.271139,22803991.3491,8221814.24346,-1832.50805739,2698.27580174,24240879.7469,3261.71397928,-11124013.5398,76597998887.9
3,0.76,74900.1966545,22375671.6816,8822905.49242,-1976.35981852,2643.97707617,24052325.1377,3301.00180424,-11124001.7231,76597998887.9
3,0.76,75125.1221699,21914923.8472,9411210.05701,-2120.85811274,2584.45605756,23850257.0629,3343.26969415,-11123988.6929,76597998887.9
3,0.76,75350.0476854,21421601.473,9985525.71438,-2266.00677024,2519.45355639,23634629.9625,3388.57387488,-11123974.3809,76597998887.9
3,0.76,75574.9732009,20895558.3654,10544588.8368,-2411.79937593,2448.68144785,23405399.2305,3436.97789675,-11123958.7217,76597998887.9
3,0.76,75799.8987164,20336651.0373,11087067.5882,-2558.21707952,2371.81987996,23162522.3825,3488.55330601,-11123941.6574,76597998887.9
3,0.76,76024.8242319,19744741.7748,11611554.455,-2705.22594192,2288.51413026,22905960.4605,3543.38035233,-11123923.1443,76597998887.9
3,0.76,76249.7497473,19119702.3584,12116558.029,-2852.773714,2198.37107559,22635679.7279,3601.54872927,-11123903.1609,76597998887.9
3,0.76,76474.6752628,18461418.5785,12600493.9498,-3000.78591866,2100.95523864,22351653.7131,3663.15834279,-11123881.7207,76597998887.9
3,0.76,76699.6007783,17769795.7192,13061674.9091,-3149.16107661,1995.78437644,22053865.6778,3728.32009941,-11123858.8889,76597998887.9
3,0.76,76924.5262938,17044765.2215,13498299.6091,-3297.76487719,1882.3245799,21742311.6019,3797.15670065,-11123834.8064,76597998887.9
3,0.76,77149.4518093,16286292.7893,13908440.562,-3446.4230474,1759.98486288,21417003.7981,3869.80342384,-11123809.7224,76597998887.9
3,0.76,77374.3773247,15494388.2605,14290030.6142,-3594.91261149,1628.11123552,21077975.2946,3946.40885863,-11123784.0399,76597998887.9
3,0.76,77599.3028402,14669117.6448,14640848.0798,-3742.95115814,1485.98028451,20725285.1603,4027.13555498,-11123758.3784,76597998887.9
3,0.76,77824.2283557,13810617.8232,14958500.3771,-3890.18363832,1332.79232708,20359024.9814,4112.16051814,-11123733.6617,76597998887.9
3,0.76,78049.1538712,12919114.5245,15240406.0822,-4036.16610114,1167.66427472,19979326.7566,4201.67545801,-11123711.2378,76597998887.9
3,0.76,78274.0793867,11994944.3415,15483775.3549,-4180.34563391,989.622448304,19586372.5329,4295.88666158,-11123693.0473,76597998887.9
3,0.76,78499.0049021,11038581.7313,15685588.7608,-4322.03560211,797.595745336,19180406.1848,4395.01430247,-11123681.8546,76597998887.9
3,0.76,78723.9304176,10050672.17,15842574.6233,-4460.38508602,590.409796846,18761747.8334,4499.29092678,-11123681.5707,76597998887.9
3,0.76,78948.8559331,9032072.90193,15951185.2166,-4594.34118446,366.783100862,18330811.5129,4608.95875034,-11123697.6982,76597998887.9
3,0.76,79173.7814486,7983903.05165,16007572.3793,-4722.60261815,125.326629423,17888126.8281,4724.26526065,-11123737.9477,76597998887.9
3,0.76,79398.706964,6907605.24535,16007563.5301,-4843.56284358,-135.450855896,17434365.5002,4845.45642371,-11123813.0859,76597998887.9
3,0.76,79623.6324795,5805021.31296,15946639.6722,-4955.24074601,-417.12849048,16970373.8697,4972.7665367,-11123938.0942,76597998887.9
3,0.76,79848.557995,4678485.08712,15819917.8486,-5055.19703172,-721.34522169,16497212.5963,5106.40342691,-11124133.7374,76597998887.9
3,0.76,80073.4835105,3530935.71654,15622141.7805,-5140.43488987,-1049.75113471,16016204.9451,5246.52726113,-11124428.6487,76597998887.9
3,0.76,80298.409026,2366055.15234,15347686.2184,-5207.2846909,-1403.9286424,15528995.1137,5393.22069686,-11124862.0314,76597998887.9
3,0.76,80523.3345414,1188433.32985,14990583.0333,-5251.27499732,-1785.27052124,15037617.945,5546.44750552,-11125487.0155,76597998887.9
3,0.76,80748.2600569,3763.68095284,14544580.4339,-5266.99685525,-2194.79770987,14544580.9208,5705.99621981,-11126374.536,76597998887.9
3,0.76,80973.1855724,-1180930.63553,14003251.0208,-5247.97645451,-2632.89574393,14052958.2764,5871.4050163,-11127617.2338,76597998887.9
4,0.78,0,25484000,0,0,3084.82717394,25484000,3084.82717394,-10883207.1312,78613735700.7
4,0.78,224.925515479,25468474.2593,693856.342262,-138.05959652,3082.94644487,25477924.1251,3086.03616863,-10883206.9331,78613735700.7
4,0.78,449.851030958,25421893.7482,1386866.63661,-276.148362968,3077.29847054,25459695.2223,3089.66402625,-10883206.3376,78613735700.7
4,0.78,674.776546437,25344248.6336,2078182.2318,-414.295158264,3067.8658495,25429309.4713,3095.71338284,-10883205.3416,78613735700.7
4,0.78,899.702061916,25235522.6441,2766949.25185,-552.528211621,3054.61944522,25386760.5512,3104.18868301,-10883203.9401,78613735700.7
4,0.78,1124.62757739,25095693.2479,3452305.93841,-690.874788244,3037.51818344,25332039.7104,3115.09625658,-10883202.1261,78613735700.7
4,0.78,1349.55309287,24924731.9084,4133379.93822,-829.360831125,3016.50876552,25265135.8678,3128.44442506,-10883199.8906,78613735700.7
4,0.78,1574.47860835,24722604.423,4809285.51648,-968.010569898,2991.52529489,25186035.7467,3144.24363773,-10883197.2232,78613735700.7
4,0.78,1799.40412383,24489271.3555,5479120.67626,-1106.84608689,2962.48881265,25094724.0453,3162.50663638,-10883194.1119,78613735700.7
4,0.78,2024.32963931,24224688.5697,6141964.16305,-1245.88682922,2929.30673764,24991183.647,3183.24864791,-10883190.5435,78613735700.7
4,0.78,2249.25515479,23928807.8809,6796872.33218,-1385.14905434,2891.87220532,24875395.8783,3206.48760401,-10883186.5044,78613735700.7
4,0.78,2474.18067027,23601577.8396,7442875.85601,-1524.64519435,2850.06329881,24747340.8173,3232.24438678,-10883181.9806,78613735700.7
4,0.78,2699.10618575,23242944.6684,8078976.24545,-1664.38312237,2803.74216441,24606997.6639,3260.54309932,-10883176.9588,78613735700.7
4,0.78,2924.03170123,22852853.3761,8704142.15921,-1804.36530082,2752.75400319,24454345.1795,3291.41136002,-10883171.4274,78613735700.7
4,0.78,3148.9572167,22431249.0776,9317305.47175,-1944.58778842,2696.92592909,24289362.2073,3324.8806195,-10883165.3779,78613735700.7
4,0.78,3373.88273218,21978078.5547,9917357.06883,-2085.0390782,2636.06568316,24112028.2885,3360.98649857,-10883158.8063,78613735700.7
4,0.78,3598.80824766,21493292.0987,10503142.337,-2225.69873324,2569.96019282,23922324.3894,3399.76914567,-10883151.7164,78613735700.7
4,0.78,3823.73376314,20976845.6849,11073456.3111,-2366.53578107,2498.37396468,23720233.7586,3441.27361169,-10883144.1218,78613735700.7
4,0.78,4048.65927862,20428703.5378,11627038.4407,-2507.50681918,2421.04729907,23505742.9395,3485.55023958,-10883136.0509,78613735700.7
4,0.78,4273.5847941,19848841.1572,12162566.9346,-2648.5537752,2337.69431488,23278842.9635,3532.65506524,-10883127.5521,78613735700.7
4,0.78,4498.51030958,19237248.8915,12678652.6383,-2789.60125338,2248.00077463,23039530.7599,3582.65022512,-10883118.7011,78613735700.7
4,0.78,4723.43582506,18593936.1574,13173832.4006,-2930.55338527,2151.62170201,22787810.8195,3635.60436413,-10883109.6099,78613735700.7
4,0.78,4948.36134054,17918936.4298,13646561.8792,-3071.29008548,2048.17878806,22523697.1632,3691.59303513,-10883100.44,78613735700.7
4,0.78,5173.28685601,17212313.1461,14095207.74,-3211.66259274,1937.25758893,22247215.6701,3750.69907823,-10883091.4184,78613735700.7
4,0.78,5398.21237149,16474166.7014,14518039.2028,-3351.48815188,1818.40452794,21958406.8366,3813.01296345,-10883082.8592,78613735700.7
4,0.78,5623.13788697,15704642.7457,14913218.8916,-3490.54366224,1691.12372978,21657329.0477,3878.63307461,-10883075.1926,78613735700.7
4,0.78,5848.06340245,14903942.0363,15278792.9561,-3628.55808221,1554.87373587,21344062.4629,3947.66590411,-10883069.0021,78613735700.7
4,0.78,6072.98891793,14072332.1515,15612680.4447,-3765.20333711,1409.0641818,21018713.6346,4020.22611779,-10883065.075,78613735700.7
4,0.78,6297.91443341,13210161.4334,15912661.931,-3900.08342716,1253.05256147,20681421.006,4096.43643435,-10883064.4678,78613735700.7
4,0.78,6522.83994889,12317875.601,16176367.4313,-4032.72137452,1086.14126589,20332361.4614,4176.42724514,-10883068.5941,78613735700.7
4,0.78,6747.76546437,11396037.5655,16401263.6992,-4162.54358193,907.575172031,19971758.1381,4260.33587459,-10883079.3399,78613735700.7
4,0.78,6972.69097985,10445351.0793,16584641.0581,-4288.86110407,716.54017991,19599889.7496,4348.30534799,-10883099.2166,78613735700.7
4,0.78,7197.61649532,9466688.97616,16723600.0379,-4410.84725764,512.163265097,19217101.7169,4440.48248959,-10883131.5633,78613735700.7
4,0.78,7422.5420108,8461126.89302,16815038.231,-4527.51092758,293.514846629,18823819.4586,4537.01511619,-10883180.8129,78613735700.7
4,0.78,7647.46752628,7429983.51772,16855637.9943,-4637.66487689,59.6145867731,18420564.2494,4638.04801714,-10883252.8419,78613735700.7
4,0.78,7872.39304176,6374868.56691,16841855.9143,-4739.88836233,-190.557834208,18007972.1202,4743.71731615,-10883355.4263,78613735700.7
4,0.78,8097.31855724,5297739.8513,16769915.3561,-4832.48343712,-458.04485828,17586816.3288,4854.14269076,-10883498.8305,78613735700.7
4,0.78,8322.24407272,4200970.91064,16635803.9626,-4913.42455125,-743.88325586,17158033.9804,4969.41677858,-10883696.5575,78613735700.7
4,0.78,8547.1695882,3087430.75139,16435278.7065,-4980.30154092,-1049.06261145,16722757.3924,5089.5909267,-10883966.2846,78613735700.7
4,0.78,8772.09510368,1960577.12797,16163882.0653,-5030.25698456,-1374.46515988,16282350.7546,5214.65625007,-10884330.9935,78613735700.7
4,0.78,8997.02061916,824564.4609,15816974.1373,-5059.92041523,-1720.78074082,15838452.4942,5344.51877781,-10884820.2686,78613735700.7
4,0.78,9221.94613463,-315633.28738,15389787.075,-5065.34431797,-2088.38931805,15393023.4387,5478.96733001,-10885471.6637,78613735700.7
4,0.78,9446.87165011,-1454085.9027,14877510.0496,-5041.95058293,-2477.20250029,14948400.2852,5617.63276729,-10886331.9064,78613735700.7
4,0.78,9671.79716559,-2583759.95515,14275414.9763,-4984.50152481,-2886.45544225,14507352.903,5759.93754054,-10887457.488,78613735700.7
4,0.78,9896.72268107,-3696369.05244,13579035.0931,-4887.11697952,-3314.44251321,14073142.4433,5905.03527042,-10888913.8532,78613735700.7
4,0.78,10121.6481965,-4782234.5668,12784409.5947,-4743.36814102,-3758.19593885,13649574.9434,6051.74173573,-10890771.9593,78613735700.7
4,0.78,10346.573712,-5830178.10089,11888406.7754,-4546.48841882,-4213.11863085,13241041.966,6198.46154623,-10893100.5011,78613735700.7
4,0.78,10571.4992275,-6827477.06924,10889133.8351,-4289.74840191,-4672.60320468,12852535.8902,6343.11926894,-10895951.8638,78613735700.7
4,0.78,10796.424743,-7759925.84204,9786431.40654,-3967.03975068,-5127.70020019,12489623.2429,6483.1098808,-10899340.3897,78613735700.7
4,0.78,11021.3502585,-8612053.99094,8582432.61356,-3573.6920084,-5566.9373308,12158356.1187,6615.29030474,-10903213.6389,78613735700.7
4,0.78,11246.2757739,-9367554.87634,7282138.909,-3107.49630878,-5976.42785764,11865101.4092,6736.03913637,-10907421.6935,78613735700.7
4,0.78,11471.2012894,-10009964.4091,5893930.38036,-2569.82564679,-6340.41837261,11616273.189,6841.41133061,-10911695.843,78613735700.7
4,0.78,11696.1268049,-10523593.5929,4429895.16738,-1966.63469548,-6642.384044,11417968.0024,6927.40339618,-10915653.3407,78613735700.7
4,0.78,11921.0523204,-10894657.0544,2905847.07015,-1309.03296937,-6866.65818927,11275526.5743,6990.31916318,-10918843.5754,78613735700.7
4,0.78,12145.9778359,-11112463.4238,1340921.90171,-613.117784076,-7000.39133262,11193074.4164,7027.18949701,-10920837.3912,78613735700.7
4,0.78,12370.9033513,-11170468.7217,-243286.18794,101.115470336,-7035.43760441,11173117.7221,7036.16419819,-10921337.1918,78613735700.7
4,0.78,12595.8288668,-11066976.5252,-1823976.95788,811.70369759,-6969.67294402,11216276.626,7016.78016182,-10920264.8689,78613735700.7
4,0.78,12820.7543823,-10805322.9765,-3378600.74725,1497.10582753,-6807.34976577,11321216.703,6970.0313265,-10917786.28,78613735700.7
4,0.78,13045.6798978,-10393501.9252,-4886270.2681,2138.48974681,-6558.37631269,11484795.1398,6898.21993387,-10914259.9473,78613735700.7
4,0.78,13270.6054133,-9843321.1592,-6328893.09292,2721.39619317,-6236.74765232,11702386.9029,6804.63213693,-10910135.4211,78613735700.7
4,0.78,13495.5309287,-9169279.04208,-7691877.62932,3236.49908766,-5858.58283127,11968318.9971,6693.12476615,-10905846.6209,78613735700.7
4,0.78,13720.4564442,-8387378.70792,-8964382.61952,3679.48476359,-5440.24873875,12276329.9621,6567.71759937,-10901737.2116,78613735700.7
4,0.78,13945.3819597,-7514059.02778,-10139179.1331,4050.29564627,-4996.90812412,12619985.6009,6432.2613149,-10898030.9124,78613735700.7
4,0.78,14170.3074752,-6565349.03576,-11212246.8908,4352.06193532,-4541.62339819,12993009.2088,6290.21352418,-10894838.4263,78613735700.7
4,0.78,14395.2329906,-5556279.47939,-12182233.101,4590.00077821,-4084.97743337,13389512.4997,6144.52176944,-10892183.944,78613735700.7
4,0.78,14620.1585061,-4500532.45359,-13049878.2006,4770.46104287,-3635.08102637,13804133.9249,5997.59223604,-10890036.0815,78613735700.7
4,0.78,14845.0840216,-3410282.66111,-13817478.0483,4900.19051825,-3197.81726791,14232102.0037,5851.31629585,-10888334.3392,78613735700.7
4,0.78,15070.0095371,-2296176.69706,-14488419.5954,4985.83029225,-2777.19672159,14669244.3499,5707.12934263,-10887007.9285,78613735700.7
4,0.78,15294.9350526,-1167401.76396,-15066802.8567,5033.60254691,-2375.73606015,15111961.3288,5566.08268244,-10885987.2902,78613735700.7
4,0.78,15519.860568,-31805.4019027,-15557146.9113,5049.14496445,-1994.80932157,15557179.4231,5428.91601532,-10885210.0498,78613735700.7
4,0.78,15744.7860835,1103961.30375,-15964169.8866,5037.44672154,-1634.94820918,16002295.1706,5296.12359363,-10884623.3153,78613735700.7
4,0.78,15969.711599,2234295.19918,-16292630.0488,5002.84928981,-1296.08521251,16445116.8723,5168.01101921,-10884183.8534,78613735700.7
4,0.78,16194.6371145,3354498.2145,-16547215.1557,4949.08487685,-977.742830767,16883808.4471,5044.7420312,-10883857.2023,78613735700.7
4,0.78,16419.56263,4460646.13332,-16732468.6692,4879.3338872,-679.176424884,17316837.8087,4926.37592951,-10883616.3691,78613735700.7
4,0.78,16644.4881454,5549471.59405,-16852743.3706,4796.28944065,-399.47936233,17742930.8201,4812.89685735,-10883440.4699,78613735700.7
4,0.78,16869.4136609,6618261.88297,-16912174.8722,4702.22176081,-137.658651476,18161031.0627,4704.23632401,-10883313.4865,78613735700.7
4,0.78,17094.3391764,7664770.90094,-16914669.2569,4599.03847233,107.311888684,18570265.1848,4600.29028556,-10883223.2079,78613735700.7
4,0.78,17319.2646919,8687144.08116,-16863900.5084,4488.33891423,336.455200433,18969913.3537,4500.93193804,-10883160.3645,78613735700.7
4,0.78,17544.1902074,9683854.78879,-16763314.5381,4371.46183822,550.766820835,19359384.2328,4406.02118628,-10883117.9412,78613735700.7
4,0.78,17769.1157228,10653650.6959,-16616137.4863,4249.52658553,751.199558957,19738193.8919,4315.41156536,-10883090.6401,78613735700.7
4,0.78,17994.0412383,11595508.7044,-16425386.642,4123.4682167,938.654457757,20105948.0864,4228.95522856,-10883074.4672,78613735700.7
4,0.78,18218.9667538,12508597.1243,-16193882.8107,3994.06723906,1113.97615214,20462327.3971,4146.50647867,-10883066.4155,78613735700.7
4,0.78,18443.8922693,13392243.9696,-15924263.3215,3861.97462294,1277.95124572,20807074.7794,4067.92420955,-10883064.2247,78613735700.7
4,0.78,18668.8177847,14245910.3899,-15618995.1253,3727.73277554,1431.30871196,21139985.1363,3993.07353736,-10883066.1985,78613735700.7
4,0.78,18893.7433002,15069168.4018,-15280387.6218,3591.79308501,1574.72160849,21460896.5841,3921.82683322,-10883071.0665,78613735700.7
4,0.78,19118.6688157,15861682.2122,-14910604.9863,3454.53057662,1708.80960147,21769683.1318,3854.06431691,-10883077.8804,78613735700.7
4,0.78,19343.5943312,16623192.5432,-14511677.8609,3316.25615011,1834.14194758,22066248.5408,3789.67433126,-10883085.9347,78613735700.7
4,0.78,19568.5198467,17353503.4603,-14085514.3403,3177.22679824,1951.24069036,22350521.1701,3728.55338692,-10883094.7074,78613735700.7
4,0.78,19793.4453621,18052471.2939,-13633910.2247,3037.65414377,2060.58390594,22622449.6426,3670.60604405,-10883103.8151,78613735700.7
4,0.78,20018.3708776,18719995.3085,-13158558.5458,2897.71157789,2162.60888889,22881999.1993,3615.74468055,-10883112.9785,78613735700.7
4,0.78,20243.2963931,19356009.8347,-12661058.3865,2757.54023551,2257.7152083,23129148.6265,3563.8891835,-10883121.997,78613735700.7
4,0.78,20468.2219086,19960477.6264,-12142923.0317,2617.25400376,2346.26759215,23363887.6651,3514.96659076,-10883130.7292,78613735700.7
4,0.78,20693.1474241,20533384.2465,-11605587.4912,2476.94372583,2428.59861682,23586214.8221,3468.91070259,-10883139.0774,78613735700.7
4,0.78,20918.0729395,21074733.3151,-11050415.4402,2336.68073529,2505.0111921,23796135.5203,3425.66167787,-10883146.9773,78613735700.7
4,0.78,21142.998455,21584542.4843,-10478705.6239,2196.51983221,2575.78084049,23993660.5338,3385.16562542,-10883154.3884,78613735700.7
4,0.78,21367.9239705,22062840.0261,-9891697.77355,2056.50179387,2641.15777552,24178804.6616,3347.37419829,-10883161.2883,78613735700.7
4,0.78,21592.849486,22509661.9365,-9290578.07568,1916.6554966,2701.36878719,24351585.6049,3312.24419647,-10883167.6675,78613735700.7
4,0.78,21817.7750015,22925049.4773,-8676484.23963,1776.99971285,2756.61894475,24512023.0152,3279.73718246,-10883173.5254,78613735700.7
4,0.78,22042.7005169,23309047.0893,-8050510.20143,1637.54463628,2807.09312785,24660137.6864,3249.81911254,-10883178.8678,78613735700.7
4,0.78,22267.6260324,23661700.6201,-7413710.50207,1498.29317931,2852.95739752,24795950.872,3222.45998629,-10883183.7047,78613735700.7
4,0.78,22492.5515479,23983055.8207,-6767104.37487,1359.24208012,2894.36021802,24919483.7049,3197.63351621,-10883188.0483,78613735700.7
4,0.78,22717.4770634,24273157.0712,-6111679.57404,1220.38285014,2931.43354012,25030756.7089,3175.316819,-10883191.9123,78613735700.7
4,0.78,22942.4025788,24532046.304,-5448395.97467,1081.7025881,2964.29375572,25129789.3855,3155.49012981,-10883195.3107,78613735700.7
4,0.78,23167.3280943,24759762.0956,-4778188.97196,943.184682815,2993.04253266,25216599.8676,3138.13654072,-10883198.257,78613735700.7
4,0.78,23392.2536098,24956338.9059,-4101972.70565,804.809423474,3017.76753779,25291204.6306,3123.24176462,-10883200.7639,78613735700.7
4,0.78,23617.1791253,25121806.4445,-3420643.1339,666.55453341,3038.54305546,25353618.2523,3110.79392534,-10883202.843,78613735700.7
4,0.78,23842.1046408,25256189.15,-2735080.97954,528.395641337,3055.43050752,25403853.2184,3100.78337522,-10883204.5041,78613735700.7
4,0.78,24067.0301562,25359505.7685,-2046154.57007,390.306702057,3068.47888003,25441919.7654,3093.20254087,-10883205.7554,78613735700.7
4,0.78,24291.9556717,25431769.0223,-1354722.59189,252.260377346,3077.72506112,25467825.7593,3088.04579788,-10883206.6034,78613735700.7
4,0.78,24516.8811872,25472985.3593,-661636.778322,114.228386577,3083.19409332,25481576.6063,3085.30937531,-10883207.0522,78613735700.7
4,0.78,24741.8067027,25483154.7797,32255.4496326,-23.8181641772,3084.8993429,25483175.1935,3084.99129023,-10883207.1044,78613735700.7
4,0.78,24966.7322182,25462270.7336,726108.371484,-161.908466395,3082.84258812,25472621.8572,3087.09131297,-10883206.76,78613735700.7
4,0.78,25191.6577336,25410320.0892,1419075.36618,-300.071698906,3077.01402699,25449914.3796,3091.61096303,-10883206.0174,78613735700.7
4,0.78,25416.5832491,25327283.1705,2110306.30379,-438.336715577,3067.39220483,25415048.0128,3098.55353584,-10883204.8728,78613735700.7
4,0.78,25641.5087646,25213133.8658,2798944.91187,-576.731723132,3053.94386071,25368015.5305,3107.92416008,-10883203.3202,78613735700.7
4,0.78,25866.4342801,25067839.8103,3484126.09802,-715.283941108,3036.62369116,25308807.3093,3119.72988544,-10883201.352,78613735700.7
4,0.78,26091.3597956,24891362.6475,4164973.20997,-854.0192354,3015.37402863,25237411.4419,3133.97980003,-10883198.9587,78613735700.7
4,0.78,26316.285311,24683658.3768,4840595.21353,-992.96171614,2990.12443147,25153813.8834,3150.68517713,-10883196.1292,78613735700.7
4,0.78,26541.2108265,24444677.7958,5510083.76816,-1132.13328963,2960.79118092,25057998.6366,3169.85965028,-10883192.851,78613735700.7
4,0.78,26766.136342,24174367.0493,6172510.17871,-1271.55315272,2927.27668024,24949947.9787,3191.51941602,-10883189.1109,78613735700.7
4,0.78,26991.0618575,23872668.2991,6826922.20066,-1411.23721642,2889.46874951,24829642.7371,3215.68346318,-10883184.8948,78613735700.7
4,0.78,27215.9873729,23539520.5325,7472340.6746,-1551.19744334,2847.23980924,24697062.62,3242.37382785,-10883180.189,78613735700.7
4,0.78,27440.9128884,23174860.53,8107755.96423,-1691.44108123,2800.44594453,24552186.6106,3271.61587285,-10883174.9806,78613735700.7
4,0.78,27665.8384039,22778624.0183,8732124.16989,-1831.96977142,2748.92584077,24394993.4349,3303.43859054,-10883169.2591,78613735700.7
4,0.78,27890.7639194,22350747.0396,9344363.08773,-1972.7785076,2692.49958077,24225462.1162,3337.87492763,-10883163.0173,78613735700.7
4,0.78,28115.6894349,21891167.5728,9943347.88215,-2113.85441519,2630.96729248,24043572.6299,3374.96213056,-10883156.2539,78613735700.7
4,0.78,28340.6149503,21399827.4517,10527906.4367,-2255.1753164,2564.10763569,23849306.6755,3414.74210961,-10883148.9757,78613735700.7
4,0.78,28565.5404658,20876674.6318,11096814.3456,-2396.70803885,2491.6761156,23642648.5889,3457.2618195,-10883141.2014,78613735700.7
4,0.78,28790.4659813,20321665.8695,11648789.5061,-2538.40641734,2413.4032111,23423586.4177,3502.57365361,-10883132.966,78613735700.7
4,0.78,29015.3914968,19734769.8879,12182486.2682,-2680.20892825,2328.99230634,23192113.1897,3550.73584797,-10883124.3269,78613735700.7
4,0.78,29240.3170123,19115971.1199,12696489.0962,-2822.03588361,2238.11741538,22948228.4115,3601.81288984,-10883115.372,78613735700.7
4,0.78,29465.2425277,18465274.1363,13189305.6949,-2963.78609681,2140.42069259,22691939.8387,3655.87592362,-10883106.23,78613735700.7
4,0.78,29690.1680432,17782708.8887,13659359.5514,-3105.33291372,2035.50972644,22423265.569,3713.00314455,-10883097.0842,78613735700.7
4,0.78,29915.0935587,17068336.9236,14104981.8439,-3246.51948096,1922.95462136,22142236.521,3773.28016665,-10883088.191,78613735700.7
4,0.78,30140.0190742,16322258.7532,14524402.6703,-3387.15309617,1802.28488413,21848899.3713,3836.80034671,-10883079.9034,78613735700.7
4,0.78,30364.9445896,15544622.6113,14915741.5571,-3526.99845319,1672.98614776,21543320.0395,3903.66503935,-10883072.7032,78613735700.7
4,0.78,30589.8701051,14735634.8629,15276997.2137,-3665.76955637,1534.49679043,21225587.8288,3973.98374937,-10883067.2424,78613735700.7
4,0.78,30814.7956206,13895572.3971,15606036.5202,-3803.12003287,1386.20454246,20895820.3503,4047.87413564,-10883064.3988,78613735700.7
4,0.78,31039.7211361,13024797.3952,15900582.7562,-3938.63151795,1227.44322374,20554169.3866,4125.46180465,-10883065.349,78613735700.7
4,0.78,31264.6466516,12123774.9482,16158203.1199,-4071.79972678,1057.4898253,20200827.8805,4206.87981117,-10883071.6653,78613735700.7
4,0.78,31489.572167,11193094.0903,16376295.6444,-4202.01775688,875.562246878,19836038.2724,4292.26775461,-10883085.4442,78613735700.7
4,0.78,31714.4976825,10233492.9281,16552075.6993,-4328.55609043,680.818140206,19460102.4526,4381.77032352,-10883109.4754,78613735700.7
4,0.78,31939.423198,9245888.67042,16682562.3866,-4450.53869062,472.355497241,19073393.6438,4475.53509119,-10883147.4661,78613735700.7
4,0.78,32164.3487135,8231413.50983,16764565.3067,-4566.9145196,249.215883057,18676370.5867,4573.70930271,-10883204.3353,78613735700.7
4,0.78,32389.274229,7191457.46548,16794672.4085,-4676.42376592,10.3915665205,18269594.4615,4676.43531155,-10883286.5998,78613735700.7
4,0.78,32614.1997444,6127719.45754,16769239.9636,-4777.55808471,-245.161723284,17853749.0379,4783.84422022,-10883402.8761,78613735700.7
4,0.78,32839.1252599,5042268.03562,16684386.1546,-4868.51427391,-518.504059245,17429664.6066,4896.04714997,-10883564.525,78613735700.7
4,0.78,33064.0507754,3937613.29218,16535990.378,-4947.14111013,-810.679428935,16998346.279,5013.12340762,-10883786.4684,78613735700.7
