time_s,x_m,y_m,vx_m_s,vy_m_s,radius_m,speed_m_s,acceleration_m_s2,specific_energy_J_kg,angular_momentum_m2_s
19118.6688157,-19044403.6203,68147903.4099,-2681.9524631,2082.08797105,70758929.1073,3395.2848678,0.0796118220896,130732.391412,143117313712
19343.5943312,-19647101.1457,68614278.5911,-2677.12018666,2065.00471989,71371757.7898,3381.00827964,0.0782505287603,130730.707901,143117313712
19568.5198467,-20248708.8962,69076847.9121,-2672.26407128,2048.2424501,71983478.1699,3366.94110448,0.0769262234045,130729.077403,143117313712
19793.4453621,-20849221.8932,69535682.5689,-2667.38741542,2031.79241474,72594085.1852,3353.07859147,0.07563757444,130727.498182,143117313712
20018.3708776,-21448635.875,69990851.8245,-2662.49330408,2015.6461637,73203574.503,3339.41612434,0.0743833083858,130725.968542,143117313712
20243.2963931,-22046947.2509,70442423.0737,-2657.58462242,1999.79553237,73811942.4726,3325.94921738,0.0731622069623,130724.48683,143117313712
20468.2219086,-22644153.0573,70890461.9065,-2652.66406857,1984.23263077,74419186.0812,3312.67351148,0.0719731043492,130723.051438,143117313712
20693.1474241,-23240250.917,71335032.1683,-2647.73416555,1968.94983298,75025302.9127,3299.58477027,0.0708148845929,130721.660801,143117313712
20918.0729395,-23835239.0013,71776196.0187,-2642.79727232,1953.93976716,75630291.1086,3286.67887635,0.0696864791537,130720.313401,143117313712
21142.998455,-24429115.9945,72214013.987,-2637.85559416,1939.19530578,76234149.3321,3273.95182762,0.0685868645854,130719.007766,143117313712
21367.9239705,-25021881.0599,72648545.0263,-2632.91119233,1924.70955638,76836876.7338,3261.39973372,0.0675150603408,130717.742467,143117313712
21592.849486,-25613533.8088,73079846.5653,-2627.96599309,1910.47585261,77438472.92,3249.01881254,0.0664701266941,130716.516124,143117313712
21817.7750015,-26204074.2712,73507974.5582,-2623.02179611,1896.48774568,78038937.9224,3236.80538686,0.0654511627756,130715.327398,143117313712
22042.7005169,-26793502.868,73932983.5329,-2618.08028236,1882.73899612,78638272.1708,3224.75588106,0.0644573047104,130714.174996,143117313712
22267.6260324,-27381820.3854,74354926.6366,-2613.14302147,1869.22356586,79236476.466,3212.86681794,0.0634877238565,130713.057669,143117313712
22492.5515479,-27969027.9503,74773855.681,-2608.21147854,1855.93561073,79833551.9559,3201.13481565,0.0625416251369,130711.974209,143117313712
22717.4770634,-28555127.0079,75189821.1845,-2603.28702066,1842.86947311,80429500.1116,3189.55658467,0.0616182454583,130710.92345,143117313712
22942.4025788,-29140119.3004,75602872.4134,-2598.37092285,1830.019675,81024322.7062,3178.12892495,0.0607168522144,130709.904267,143117313712
23167.3280943,-29724006.8464,76013057.422,-2593.46437373,1817.38091133,81618021.7945,3166.84872305,0.0598367418665,130708.915575,143117313712
23392.2536098,-30306791.9227,76420423.09,-2588.56848078,1804.94804354,82210599.6931,3155.71294949,0.0589772385988,130707.956326,143117313712
23617.1791253,-30888477.0462,76825015.1602,-2583.68427523,1792.71609343,82802058.9635,3144.71865605,0.0581376930431,130707.02551,143117313712
23842.1046408,-31469064.9575,77226878.2729,-2578.81271676,1780.68023724,83392402.3942,3133.8629733,0.0573174810692,130706.122154,143117313712
24067.0301562,-32048558.6055,77626056.0007,-2573.95469775,1768.83579998,83981632.9855,3123.14310805,0.0565160026381,130705.24532,143117313712
24291.9556717,-32626961.132,78022590.8811,-2569.11104738,1757.17825005,84569753.9343,3112.55634106,0.0557326807133,130704.394103,143117313712
24516.8811872,-33204275.8588,78416524.4481,-2564.28253543,1745.70319397,85156768.6201,3102.10002465,0.0549669602275,130703.567631,143117313712
24741.8067027,-33780506.2742,78807897.2627,-2559.46987584,1734.40637138,85742680.592,3091.77158056,0.0542183071025,130702.765065,143117313712
24966.7322182,-34355656.0211,79196748.9423,-2554.67373004,1723.28365028,86327493.5561,3081.56849774,0.0534862073173,130701.985595,143117313712
25191.6577336,-34929728.8854,79583118.1894,-2549.89471012,1712.33102239,86911211.364,3071.48833026,0.052770166024,130701.228443,143117313712
25416.5832491,-35502728.7853,79967042.8181,-2545.13338177,1701.54459876,87493838.0017,3061.52869537,0.052069706707,130700.492857,143117313712
25641.5087646,-36074659.7611,80348559.7813,-2540.39026702,1690.92060549,88075377.5798,3051.68727147,0.0513843703845,130699.778114,143117313712
25866.4342801,-36645525.9659,80727705.1958,-2535.66584689,1680.45537969,88655834.3229,3041.96179631,0.0507137148493,130699.083518,143117313712
26091.3597956,-37215331.6565,81104514.3664,-2530.96056377,1670.14536554,89235212.5616,3032.35006512,0.0500573139468,130698.408397,143117313712
26316.285311,-37784081.1849,81479021.8103,-2526.27482376,1659.98711059,89813516.723,3022.84992888,0.0494147568883,130697.752105,143117313712
26541.2108265,-38351778.9905,81851261.2795,-2521.60899882,1649.9772621,90390751.3232,3013.45929263,0.0487856475978,130697.11402,143117313712
26766.136342,-38918429.5927,82221265.7827,-2516.96342876,1640.11256358,90966920.9596,3004.17611383,0.0481696040902,130696.493541,143117313712
26991.0618575,-39484037.5838,82589067.6071,-2512.3384232,1630.38985153,91542030.3037,2994.99840078,0.0475662578795,130695.890092,143117313712
27215.9873729,-40048607.6225,82954698.3383,-2507.73426333,1620.80605217,92116084.0944,2985.92421106,0.0469752534156,130695.303115,143117313712
27440.9128884,-40612144.4275,83318188.8806,-2503.15120359,1611.3581784,92689087.1319,2976.95165012,0.0463962475472,130694.732073,143117313712
27665.8384039,-41174652.772,83679569.4761,-2498.58947329,1602.04332689,93261044.2714,2968.07886978,0.0458289090109,130694.176452,143117313712
27890.7639194,-41736137.478,84038869.7229,-2494.04927806,1592.85867517,93831960.418,2959.30406692,0.0452729179437,130693.635752,143117313712
28115.6894349,-42296603.411,84396118.5933,-2489.53080132,1583.80147898,94401840.5208,2950.62548208,0.0447279654186,130693.109493,143117313712
28340.6149503,-42856055.4756,84751344.451,-2485.03420552,1574.86906958,94970689.5688,2942.04139824,0.0441937530022,130692.597214,143117313712
28565.5404658,-43414498.6103,85104575.0678,-2480.55963346,1566.05885132,95538512.5856,2933.55013949,0.0436699923317,130692.098469,143117313712
28790.4659813,-43971937.784,85455837.6398,-2476.10720942,1557.36829912,96105314.6252,2925.15006994,0.0431564047127,130691.612829,143117313712
29015.3914968,-44528377.9913,85805158.8028,-2471.67704031,1548.79495623,96671100.768,2916.83959244,0.0426527207344,130691.139878,143117313712
29240.3170123,-45083824.2488,86152564.6476,-2467.26921667,1540.33643192,97235876.1171,2908.61714755,0.0421586799028,130690.679219,143117313712
29465.2425277,-45638281.592,86498080.7347,-2462.88381366,1531.99039937,97799645.7942,2900.48121238,0.0416740302904,130690.230466,143117313712
