case_id,iteration,lo_rad,hi_rad,mid_rad,ratio_mid,target_ratio,residual,bracket_width_rad
at-bottom,5,3.141592653540293,3.534291735232705,3.337942194386499,1.783652448999135,1.570796326794897,0.212856122204238,0.3926990816924114
at-bottom,6,3.141592653540293,3.337942194386499,3.239767423963396,1.672920065803079,1.570796326794897,0.1021237390081819,0.1963495408462057
at-bottom,7,3.141592653540293,3.239767423963396,3.190680038751845,1.62085004894692,1.570796326794897,0.05005372215202342,0.09817477042310285
at-bottom,8,3.141592653540293,3.190680038751845,3.166136346146069,1.595579066600368,1.570796326794897,0.02478273980547141,0.04908738521155165
at-bottom,9,3.141592653540293,3.166136346146069,3.153864499843181,1.583127622338302,1.570796326794897,0.0123312955434054,0.02454369260577582
at-bottom,10,3.141592653540293,3.153864499843181,3.147728576691737,1.576947073436912,1.570796326794897,0.006150746642015426,0.01227184630288791
at-bottom,11,3.141592653540293,3.147728576691737,3.144660615116015,1.573867989375826,1.570796326794897,0.003071662580929502,0.006135923151443734
at-bottom,12,3.141592653540293,3.144660615116015,3.143126634328154,1.572331232194215,1.570796326794897,0.001534905399318331,0.003067961575721867
at-bottom,13,3.141592653540293,3.143126634328154,3.142359643934224,1.571563548229283,1.570796326794897,0.0007672214343867889,0.001533980787860934
at-bottom,14,3.141592653540293,3.142359643934224,3.141976148737259,1.571179879705439,1.570796326794897,0.0003835529105429281,0.0007669903939304668
at-bottom,15,3.141592653540293,3.141976148737259,3.141784401138776,1.57098808878347,1.570796326794897,0.0001917619885731803,0.0003834951969654554
at-bottom,16,3.141592653540293,3.141784401138776,3.141688527339535,1.570892204154387,1.570796326794897,9.587735949012632e-05,0.0001917475984827277
at-bottom,17,3.141592653540293,3.141688527339535,3.141640590439914,1.570844264547435,1.570796326794897,4.793775253819632e-05,9.587379924136386e-05
at-bottom,18,3.141592653540293,3.141640590439914,3.141616621990103,1.570820295420809,1.570796326794897,2.396862591202975e-05,4.793689962045988e-05
at-bottom,19,3.141592653540293,3.141616621990103,3.141604637765198,1.570808311026701,1.570796326794897,1.198423180470698e-05,2.396844981022994e-05
at-bottom,20,3.141592653540293,3.141604637765198,3.141598645652746,1.570802318871949,1.570796326794897,5.992077052319189e-06,1.198422490489293e-05
at-bottom,21,3.141592653540293,3.141598645652746,3.141595649596519,1.570799322805148,1.570796326794897,2.996010250999603e-06,5.992112452446463e-06
at-bottom,22,3.141592653540293,3.141595649596519,3.141594151568406,1.570797824774391,1.570796326794897,1.497979494446966e-06,2.996056226223232e-06
at-bottom,23,3.141592653540293,3.141594151568406,3.14159340255435,1.570797075759673,1.570796326794897,7.489647768643692e-07,1.498028113111616e-06
at-bottom,24,3.141592653540293,3.14159340255435,3.141593028047321,1.57079670125248,1.570796326794897,3.744575831632346e-07,7.490140565558079e-07
at-bottom,25,3.141592653540293,3.141593028047321,3.141592840793807,1.570796513998924,1.570796326794897,1.872040278350084e-07,3.745070280558593e-07
at-bottom,26,3.141592653540293,3.141592840793807,3.14159274716705,1.570796420372157,1.570796326794897,9.357726060699179e-08,1.872535140279297e-07
at-bottom,27,3.141592653540293,3.14159274716705,3.141592700353672,1.570796373558776,1.570796326794897,4.676387943547411e-08,9.362675701396483e-08
at-bottom,28,3.141592653540293,3.141592700353672,3.141592676946982,1.570796350152086,1.570796326794897,2.335718929380448e-08,4.681337850698242e-08
at-bottom,29,3.141592653540293,3.141592676946982,3.141592665243638,1.570796338448741,1.570796326794897,1.165384455603657e-08,2.34066890314466e-08
at-bottom,30,3.141592653540293,3.141592665243638,3.141592659391965,1.570796332597069,1.570796326794897,5.802172076130319e-09,1.17033445157233e-08
at-bottom,31,3.141592653540293,3.141592659391965,3.141592656466129,1.570796329671233,1.570796326794897,2.876336058221796e-09,5.851672035817046e-09
at-bottom,32,3.141592653540293,3.141592656466129,3.141592655003211,1.570796328208314,1.570796326794897,1.413417827222929e-09,2.925836017908523e-09
at-bottom,33,3.141592653540293,3.141592655003211,3.141592654271752,1.570796327476855,1.570796326794897,6.819589337681009e-10,1.462917786909657e-09
at-bottom,34,3.141592653540293,3.141592654271752,3.141592653906023,1.570796327111126,1.570796326794897,3.162297090852917e-10,7.314588934548283e-10
at-bottom,35,3.141592653540293,3.141592653906023,3.141592653723158,1.570796326928261,1.570796326794897,1.333648746992822e-10,3.657296687720191e-10
at-bottom,36,3.141592653540293,3.141592653723158,3.141592653631726,1.570796326836829,1.570796326794897,4.193267955088231e-11,1.828648343860095e-10
at-bottom,37,3.141592653540293,3.141592653631726,3.141592653586009,1.570796326791113,1.570796326794897,-3.783640067922533e-12,9.143263923760969e-11
at-bottom,38,3.141592653586009,3.141592653631726,3.141592653608868,1.570796326813971,1.570796326794897,1.907451974147989e-11,4.571631961880485e-11
at-bottom,39,3.141592653586009,3.141592653608868,3.141592653597439,1.570796326802542,1.570796326794897,7.645439836778678e-12,2.285815980940242e-11
at-bottom,40,3.141592653586009,3.141592653597439,3.141592653591724,1.570796326796827,1.570796326794897,1.930899884428072e-12,1.142907990470121e-11
at-bottom,41,3.141592653586009,3.141592653591724,3.141592653588867,1.57079632679397,1.570796326794897,-9.263700917472306e-13,5.714539952350606e-12
at-bottom,42,3.141592653588867,3.141592653591724,3.141592653590295,1.570796326795399,1.570796326794897,5.022648963404208e-13,2.857269976175303e-12
at-bottom,43,3.141592653588867,3.141592653590295,3.141592653589581,1.570796326794684,1.570796326794897,-2.122746423083299e-13,1.428634988087651e-12
at-bottom,44,3.141592653589581,3.141592653590295,3.141592653589938,1.570796326795041,1.570796326794897,1.447730824111204e-13,7.145395386487507e-13
at-bottom,45,3.141592653589581,3.141592653589938,3.141592653589759,1.570796326794863,1.570796326794897,-3.375077994860476e-14,3.570477247194503e-13
after-bottom,1,1e-12,6.283185307079586,3.141592653540293,1.570796326745397,4,-2.429203673254603,6.283185307078586
after-bottom,2,3.141592653540293,6.283185307079586,4.71238898030994,5.712388979882937,4,1.712388979882937,3.141592653539293
after-bottom,3,3.141592653540293,4.71238898030994,3.926990816925116,2.71459152351764,4,-1.28540847648236,1.570796326769647
after-bottom,4,3.926990816925116,4.71238898030994,4.319689898617528,3.792313777777523,4,-0.2076862222224771,0.7853981633848233
after-bottom,5,4.319689898617528,4.71238898030994,4.516039439463734,4.599505676070437,4,0.5995056760704367,0.3926990816924114
after-bottom,6,4.319689898617528,4.516039439463734,4.417864669040631,4.165596243388875,4,0.1655962433888751,0.1963495408462057
after-bottom,7,4.319689898617528,4.417864669040631,4.368777283829079,3.972145749521158,4,-0.02785425047884171,0.09817477042310241
after-bottom,8,4.368777283829079,4.417864669040631,4.393320976434855,4.067080322753716,4,0.067080322753716,0.04908738521155165
after-bottom,9,4.368777283829079,4.393320976434855,4.381049130131967,4.019176857470511,4,0.01917685747051134,0.02454369260577582
after-bottom,10,4.368777283829079,4.381049130131967,4.374913206980523,3.995553654763908,4,-0.004446345236092331,0.01227184630288747
after-bottom,11,4.374913206980523,4.381049130131967,4.377981168556245,4.007338171195682,4,0.007338171195682364,0.006135923151443734
after-bottom,12,4.374913206980523,4.377981168556245,4.376447187768384,4.001439163450151,4,0.001439163450150716,0.003067961575721867
after-bottom,13,4.374913206980523,4.376447187768384,4.375680197374454,3.998494724427683,4,-0.001505275572316833,0.001533980787860934
after-bottom,14,4.375680197374454,4.376447187768384,4.376063692571419,3.999966522431623,4,-3.347756837746019e-05,0.0007669903939300227
after-bottom,15,4.376063692571419,4.376447187768384,4.376255440169901,4.00070273752184,4,0.0007027375218404686,0.0003834951969645672
after-bottom,16,4.376063692571419,4.376255440169901,4.37615956637066,4.00033460362725,4,0.0003346036272500186,0.0001917475984818395
after-bottom,17,4.376063692571419,4.37615956637066,4.37611162947104,4.000150556442725,4,0.0001505564427253248,9.587379924091977e-05
after-bottom,18,4.376063692571419,4.37611162947104,4.376087661021229,4.000058537790577,4,5.853779057662933e-05,4.793689962045988e-05
after-bottom,19,4.376063692571419,4.376087661021229,4.376075676796324,4.000012529699462,4,1.252969946197169e-05,2.396844980978585e-05
after-bottom,20,4.376063692571419,4.376075676796324,4.376069684683872,3.999989525962634,4,-1.047403736587071e-05,1.198422490489293e-05
after-bottom,21,4.376069684683872,4.376075676796324,4.376072680740098,4.00000102780532,4,1.027805319964159e-06,5.992112452446463e-06
after-bottom,22,4.376069684683872,4.376072680740098,4.376071182711985,3.999995276877546,4,-4.723122454475259e-06,2.996056226223232e-06
after-bottom,23,4.376071182711985,4.376072680740098,4.376071931726042,3.999998152339827,4,-1.847660173304178e-06,1.498028113111616e-06
after-bottom,24,4.376071931726042,4.376072680740098,4.37607230623307,3.999999590072171,4,-4.099278285707442e-07,7.490140561117187e-07
after-bottom,25,4.37607230623307,4.376072680740098,4.376072493486584,4.000000308938644,4,3.089386444443676e-07,3.745070280558593e-07
after-bottom,26,4.37607230623307,4.376072493486584,4.376072399859827,3.999999949505384,4,-5.049461648809483e-08,1.872535140279297e-07
after-bottom,27,4.376072399859827,4.376072493486584,4.376072446673206,4.000000129222009,4,1.292220090931551e-07,9.362675701396483e-08
after-bottom,28,4.376072399859827,4.376072446673206,4.376072423266516,4.000000039363694,4,3.936369363799486e-08,4.681337895107163e-08
after-bottom,29,4.376072399859827,4.376072423266516,4.376072411563172,3.99999999443454,4,-5.565460092782359e-09,2.34066890314466e-08
after-bottom,30,4.376072411563172,4.376072423266516,4.376072417414844,4.000000016899116,4,1.689911588442783e-08,1.170334407163409e-08
after-bottom,31,4.376072411563172,4.376072417414844,4.376072414489007,4.000000005666826,4,5.666826119465895e-09,5.851672035817046e-09
after-bottom,32,4.376072411563172,4.376072414489007,4.37607241302609,4.000000000050683,4,5.068301334176795e-11,2.925835573819313e-09
after-bottom,33,4.376072411563172,4.37607241302609,4.376072412294631,3.999999997242613,4,-2.757387207452666e-09,1.462917786909657e-09
after-bottom,34,4.376072412294631,4.37607241302609,4.37607241266036,3.999999998646646,4,-1.353353873412289e-09,7.314584493656184e-10
after-bottom,35,4.37607241266036,4.37607241302609,4.376072412843225,3.999999999348666,4,-6.513340977676307e-10,3.657296687720191e-10
after-bottom,36,4.376072412843225,4.37607241302609,4.376072412934658,3.999999999699677,4,-3.003228776776723e-10,1.828643902967997e-10
after-bottom,37,4.376072412934658,4.37607241302609,4.376072412980374,3.999999999875181,4,-1.248188219449275e-10,9.143175105918999e-11
after-bottom,38,4.376072412980374,4.37607241302609,4.376072413003232,3.999999999962934,4,-3.706590590013548e-11,4.571543144038515e-11
after-bottom,39,4.376072413003232,4.37607241302609,4.376072413014661,4.000000000006811,4,6.81055212226056e-12,2.285727163098272e-11
after-bottom,40,4.376072413003232,4.376072413014661,4.376072413008947,3.999999999984873,4,-1.512745484433253e-11,1.142907990470121e-11
after-bottom,41,4.376072413008947,4.376072413014661,4.376072413011804,3.999999999995841,4,-4.158895450245836e-12,5.714539952350606e-12
after-bottom,42,4.376072413011804,4.376072413014661,4.376072413013233,4.000000000001327,4,1.326938559031987e-12,2.857269976175303e-12
after-bottom,43,4.376072413011804,4.376072413013233,4.376072413012519,3.999999999998586,4,-1.414424133372449e-12,1.429079077297501e-12
after-bottom,44,4.376072413012519,4.376072413013233,4.376072413012876,3.999999999999956,4,-4.39648317751562e-14,7.140954494389007e-13
