theta_rad,x_m,y_m,time_s,speed_m_s
0,0,0,0,0
0.0182336350542,7.59636211136e-07,0.000124982394971,0.0050479021939,0.0495192345391
0.0364672701084,6.0767866327e-06,0.000499888028709,0.0100958043878,0.0990343532481
0.0547009051627,2.05074503011e-05,0.0011245922615,0.0151437065817,0.148541240639
0.0729345402169,4.86045964084e-05,0.00199888740652,0.0201916087756,0.198035781908
0.0911681752711,9.49166506394e-05,0.00312248279889,0.0252395109695,0.247513863277
0.109401810325,0.000163985983019,0.00449500489234,0.0302874131634,0.296971372337
0.12763544538,0.000260347397773,0.00611599738331,0.0353353153573,0.346404198388
0.145869080434,0.000388526625705,0.00798492136276,0.0403832175512,0.395808232781
0.164102715488,0.000553038819587,0.0101011554952,0.0454311197451,0.445179369262
0.182336350542,0.00075838705307,0.0124639962255,0.050479021939,0.49451350431
0.200569985596,0.00100906082361,0.0150726580125,0.0555269241329,0.543806537479
0.218803620651,0.00130953455991,0.0179262735902,0.0605748263268,0.593054371741
0.237037255705,0.00166426613434,0.0210238942565,0.0656227285207,0.642252913822
0.255270890759,0.00207769538096,0.0243644901879,0.0706706307146,0.691398074547
0.273504525813,0.00255424261937,0.0279469507826,0.0757185329085,0.740485769177
0.291738160868,0.00309830718524,0.0317700850291,0.0807664351024,0.789511917751
0.309971795922,0.00371426596767,0.0358326219027,0.0858143372963,0.838472445421
0.328205430976,0.00440647195406,0.0401332107876,0.0908622394902,0.887363282795
0.34643906603,0.00517925278299,0.0446704219263,0.0959101416841,0.936180366272
0.364672701084,0.0060369093054,0.0494427468945,0.100958043878,0.984919638382
0.382906336139,0.00698371415478,0.0544485991031,0.106005946072,1.03357704812
0.401139971193,0.00802391032673,0.0596863143254,0.111053848266,1.08214855129
0.419373606247,0.00916170976828,0.0651541512502,0.11610175046,1.13063011084
0.437607241301,0.0104012919777,0.070850292061,0.121149652654,1.17901769717
0.455840876356,0.0117468026148,0.0767728430403,0.126197554848,1.22730728852
0.47407451141,0.0132023521231,0.0829198351991,0.131245457041,1.27549487126
0.492308146464,0.0147720143628,0.0892892249316,0.136293359235,1.32357644024
0.510541781518,0.0164598252565,0.0958788946943,0.141341261429,1.37154799912
0.528775416572,0.0182697814479,0.10268665371,0.146389163623,1.41940556072
0.547009051627,0.0202058389725,0.109710238698,0.151437065817,1.4671451473
0.565242686681,0.0222719119425,0.116947314623,0.156484968011,1.51476279097
0.583476321735,0.024471871246,0.124395475473,0.161532870205,1.56225453393
0.601709956789,0.0268095432595,0.132052245062,0.166580772399,1.60961642888
0.619943591843,0.029288708576,0.139915077849,0.171628674593,1.65684453929
0.638177226898,0.0319131007485,0.147981359785,0.176676576787,1.70393493977
0.656410861952,0.0346864050481,0.156248409185,0.18172447898,1.75088371636
0.674644497006,0.0376122572392,0.164713477617,0.186772381174,1.79768696687
0.69287813206,0.0406942423708,0.173373750816,0.191820283368,1.84434080121
0.711111767115,0.0439358935845,0.182226349621,0.196868185562,1.89084134172
0.729345402169,0.0473406909399,0.191268330929,0.201916087756,1.93718472346
0.747579037223,0.0509120602576,0.200496688677,0.20696398995,1.98336709458
0.765812672277,0.0546533719803,0.209908354842,0.212011892144,2.02938461657
0.784046307331,0.0585679400525,0.219500200454,0.217059794338,2.07523346467
0.802279942386,0.0626590208183,0.229269036646,0.222107696532,2.12090982811
0.82051357744,0.0669298119391,0.239211615706,0.227155598726,2.16640991046
0.838747212494,0.0713834513305,0.249324632164,0.232203500919,2.21172992995
0.856980847548,0.0760230161192,0.259604723882,0.237251403113,2.25686611977
0.875214482603,0.0808515216197,0.270048473181,0.242299305307,2.30181472838
0.893448117657,0.0858719203318,0.280652407971,0.247347207501,2.34657201986
0.911681752711,0.0910871009596,0.291413002907,0.252395109695,2.39113427416
0.929915387765,0.0964998874504,0.302326680564,0.257443011889,2.43549778745
0.948149022819,0.102113038056,0.313389812619,0.262490914083,2.47965887242
0.966382657874,0.107929244417,0.324598721068,0.267538816277,2.52361385861
0.984616292928,0.113951130666,0.335949679437,0.272586718471,2.56735909264
1.00284992798,0.120181252556,0.34743891403,0.277634620665,2.6108909386
1.02108356304,0.12662209661,0.359062605179,0.282682522859,2.65420577831
1.03931719809,0.133276079297,0.370816888516,0.287730425052,2.69730001162
1.05755083314,0.140145546225,0.382697856256,0.292778327246,2.74017005672
1.0757844682,0.147232771364,0.394701558496,0.29782622944,2.78281235043
1.09401810325,0.154539956289,0.406824004532,0.302874131634,2.8252233485
1.11225173831,0.162069229447,0.419061164181,0.307922033828,2.86739952592
1.13048537336,0.169822645452,0.431408969122,0.312969936022,2.90933737717
1.14871900842,0.177802184397,0.443863314251,0.318017838216,2.95103341655
1.16695264347,0.186009751203,0.456420059043,0.32306574041,2.99248417848
1.18518627852,0.19444717498,0.46907502893,0.328113642604,3.03368621772
1.20341991358,0.20311620842,0.481824016688,0.333161544798,3.07463610976
1.22165354863,0.212018527215,0.494662783837,0.338209446991,3.11533045099
1.23988718369,0.221155729502,0.507587062049,0.343257349185,3.15576585909
1.25812081874,0.230529335327,0.520592554566,0.348305251379,3.19593897323
1.2763544538,0.240140786143,0.533674937632,0.353353153573,3.23584645438
1.29458808885,0.249991444329,0.546829861927,0.358401055767,3.27548498562
1.3128217239,0.260082592741,0.560052954014,0.363448957961,3.31485127234
1.33105535896,0.270415434279,0.573339817793,0.368496860155,3.3539420426
1.34928899401,0.280991091493,0.586686035965,0.373544762349,3.39275404732
1.36752262907,0.291810606206,0.600087171495,0.378592664543,3.43128406063
1.38575626412,0.30287493917,0.613538769093,0.383640566737,3.46952888006
1.40398989917,0.314184969746,0.62703635669,0.38868846893,3.50748532688
1.42222353423,0.325741495608,0.640575446931,0.393736371124,3.54515024629
1.44045716928,0.337545232487,0.654151538659,0.398784273318,3.58252050776
1.45869080434,0.349596813921,0.667760118419,0.403832175512,3.61959300521
1.47692443939,0.361896791055,0.681396661952,0.408880077706,3.65636465735
1.49515807445,0.374445632451,0.695056635707,0.4139279799,3.69283240786
1.5133917095,0.387243723936,0.708735498337,0.418975882094,3.72899322571
1.53162534455,0.40029136847,0.722428702222,0.424023784288,3.76484410535
1.54985897961,0.41358878605,0.736131694969,0.429071686482,3.80038206702
1.56809261466,0.427136113633,0.749839920934,0.434119588676,3.83560415694
1.58632624972,0.440933405092,0.76354882273,0.439167490869,3.8705074476
1.60455988477,0.454980631199,0.777253842749,0.444215393063,3.905089038
1.62279351983,0.469277679632,0.79095042467,0.449263295257,3.93934605386
1.64102715488,0.483824355016,0.80463401498,0.454311197451,3.97327564786
1.65926078993,0.498620378983,0.818300064484,0.459359099645,4.00687499994
1.67749442499,0.51366539027,0.831944029818,0.464407001839,4.04014131746
1.69572806004,0.528958944837,0.845561374961,0.469454904033,4.07307183545
1.7139616951,0.544500516012,0.859147572742,0.474502806227,4.10566381687
1.73219533015,0.56028949467,0.872698106344,0.479550708421,4.13791455282
1.75042896521,0.576325189434,0.886208470808,0.484598610615,4.16982136275
